date,djc,djct,dji,djit,djt,djtt,dju,djut
10AUG2000,3202.92,4609.26,10908.76,15424.91,2856.59,3493.66,352.4,752.62
11AUG2000,3243.61,4668.61,11027.8,15596.17,2927.5,3580.98,354.78,757.8
14AUG2000,3276.26,4716.99,11176.14,15805.96,2921.21,3573.3,358.94,767.76
15AUG2000,3251.13,4680.8,11067,15651.59,2884.41,3528.28,359.95,769.91
16AUG2000,3237.33,4661.65,11008.39,15572.32,2875.81,3518.06,359.08,768.05
17AUG2000,3244.77,4672.36,11055.64,15639.16,2847.91,3483.93,361.76,773.79
18AUG2000,3240.07,4666.14,11046.48,15628.86,2837.14,3470.98,361.36,772.93
21AUG2000,3239.88,4665.86,11079.81,15676.02,2818.59,3448.29,360.28,770.63
22AUG2000,3251.26,4682.24,11139.15,15759.97,2823.08,3453.78,360.28,770.63
23AUG2000,3240.89,4670.09,11144.65,15774.21,2735.35,3348.15,364.21,779.96
24AUG2000,3239.11,4667.85,11182.74,15828.13,2746.79,3362.16,358.51,767.99
25AUG2000,3245.28,4676.74,11192.63,15842.13,2790.17,3415.26,355.95,762.53
28AUG2000,3265.01,4705.55,11252.84,15927.35,2786.68,3410.98,361.12,773.89
29AUG2000,3247.5,4680.38,11215.1,15874.27,2760.44,3378.87,358.41,768.07
30AUG2000,3223.8,4647.59,11103.01,15722.08,2726.17,3337.78,360.12,771.73
31AUG2000,3249.83,4685.12,11215.1,15880.81,2723.63,3334.68,363.74,779.5
01SEP2000,3254.05,4691.2,11238.78,15914.34,2712.92,3321.6,364.98,782.17
04SEP2000,3254.05,4691.2,11238.78,15914.34,2712.92,3321.6,364.98,782.17
05SEP2000,3272.18,4717.35,11260.61,15945.24,2727.4,3339.33,370.79,794.61
06SEP2000,3295.68,4753.12,11310.64,16016.1,2751.07,3368.31,375.79,806.81
07SEP2000,3285.96,4739.3,11259.87,15944.2,2743.92,3360.25,376.16,807.6
08SEP2000,3296.23,4754.1,11220.65,15888.67,2732.78,3346.6,386.3,829.36
11SEP2000,3300.83,4761.03,11195.49,15853.04,2691.22,3296.87,395.63,849.4
12SEP2000,3305.46,4767.71,11233.23,15906.48,2685.4,3289.74,395.26,848.61
13SEP2000,3303.59,4767.05,11182.18,15840.53,2723.46,3338.15,394.66,847.66
14SEP2000,3276.3,4727.66,11087.47,15706.37,2705.48,3316.11,391.1,840.01
15SEP2000,3252.34,4693.09,10927,15479.05,2671.46,3274.41,397.04,852.77
18SEP2000,3215.89,4640.73,10808.52,15312.55,2620.16,3211.54,394.63,847.58
19SEP2000,3178.08,4586.17,10789.29,15285.29,2605.61,3193.7,378.38,812.69
20SEP2000,3141.07,4532.9,10687.92,15141.68,2591.45,3176.89,369.95,794.59
21SEP2000,3146.98,4542.92,10765.52,15260.07,2587.45,3171.98,366.43,787.02
22SEP2000,3180.2,4590.87,10847.37,15376.09,2597.14,3183.86,375.16,805.77
25SEP2000,3169.09,4574.84,10808.15,15320.51,2555.63,3132.98,377.61,811.03
26SEP2000,3150.69,4548.28,10631.32,15069.84,2518.07,3086.93,388.31,834.03
27SEP2000,3154.84,4554.6,10628.36,15067.49,2514.53,3082.59,391.13,840.08
28SEP2000,3211.63,4636.58,10824.06,15344.94,2572.32,3153.44,396.37,851.33
29SEP2000,3173.96,4582.41,10650.92,15100.61,2521.64,3091.3,398.22,855.3
02OCT2000,3176.47,4586.03,10700.13,15170.37,2464.42,3021.16,401.47,862.29
03OCT2000,3171.48,4579.24,10719.74,15198.17,2498.18,3062.55,393.32,845.09
04OCT2000,3174.5,4584.32,10784.48,15290.64,2560,3138.34,382.07,821.37
05OCT2000,3152.75,4553.29,10724.92,15208.3,2568.3,3148.51,375.26,806.73
06OCT2000,3132.16,4523.55,10596.54,15026.27,2543.65,3118.28,378.98,814.74
09OCT2000,3120.64,4506.91,10568.43,14986.4,2490.63,3053.29,381.5,820.15
10OCT2000,3124.71,4512.8,10524.4,14923.97,2497.23,3061.38,386.87,831.69
11OCT2000,3097.3,4473.2,10413.79,14767.11,2445.49,2997.95,388.48,835.16
12OCT2000,3008.01,4344.71,10034.58,14229.39,2379.16,2918.42,383.98,825.49
13OCT2000,3055.77,4413.69,10192.18,14452.87,2430.18,2981.01,388.75,835.74
16OCT2000,3075.86,4442.7,10238.8,14518.97,2438.14,2990.77,394.05,847.14
17OCT2000,3042.24,4394.15,10089.71,14307.56,2391.22,2933.22,395.4,850.02
18OCT2000,3003.54,4339.27,9975.02,14150.66,2368.65,2905.53,388.25,834.65
19OCT2000,3053.45,4411.37,10142.98,14388.93,2459.81,3017.36,388.68,835.59
20OCT2000,3067.67,4431.91,10226.59,14507.53,2469.07,3028.71,387.44,832.92
23OCT2000,3073.12,4440.02,10271.72,14571.56,2436.86,2989.2,389.78,838.14
24OCT2000,3096.02,4473.11,10393.07,14743.7,2471.09,3031.19,386.84,831.81
25OCT2000,3063.2,4425.7,10326.48,14649.23,2438.81,2991.6,379.48,815.99
26OCT2000,3073.44,4440.49,10380.12,14725.33,2491.9,3056.72,374,804.19
27OCT2000,3133.85,4527.76,10590.62,15023.95,2528.97,3102.2,382.09,821.6
30OCT2000,3230.3,4667.12,10835.77,15371.72,2686.61,3295.56,392.06,843.03
31OCT2000,3269.1,4723.18,10971.14,15563.76,2744.62,3366.73,393.43,845.98
01NOV2000,3271.48,4727.1,10899.47,15463.16,2752.77,3377.9,400.05,860.22
02NOV2000,3264.29,4717.44,10880.51,15437.47,2789.87,3423.42,393.56,846.65
03NOV2000,3234.67,4674.64,10817.95,15348.7,2761.75,3388.91,386.92,832.37
06NOV2000,3273.82,4731.26,10977.21,15574.66,2793.22,3427.68,389.17,837.21
07NOV2000,3264.79,4718.2,10952.18,15539.15,2770.57,3399.88,389.38,837.67
08NOV2000,3259.84,4712.47,10907.06,15477.44,2777.07,3408.16,390.2,840.18
09NOV2000,3245.73,4692.75,10834.25,15377.89,2751.34,3376.58,392.56,845.25
10NOV2000,3200.44,4627.27,10602.95,15049.58,2704.22,3318.75,395.66,851.93
13NOV2000,3193.89,4619.12,10517.25,14929.78,2773.21,3404.03,391.98,844.68
14NOV2000,3217.96,4655.29,10681.06,15166.7,2823.08,3465.24,383.53,826.91
15NOV2000,3235.33,4681.5,10707.6,15204.39,2841.01,3488.13,388.2,837.67
16NOV2000,3230.41,4674.67,10656.03,15132.77,2812.91,3453.63,393.77,849.69
17NOV2000,3240.77,4689.73,10629.87,15095.61,2817.3,3459.26,401.26,865.86
20NOV2000,3204.99,4637.94,10462.65,14858.13,2795.86,3432.93,400.37,863.94
21NOV2000,3209.81,4646.76,10494.5,14905.53,2851.92,3503.57,393.27,849.39
22NOV2000,3179.25,4602.53,10399.32,14770.35,2799.55,3439.23,392.09,846.85
23NOV2000,3179.25,4639.23,10399.32,14770.35,2799.55,3439.22,392.09,875.03
24NOV2000,3203.9,4638.2,10470.23,14871.06,2849.89,3501.07,392.63,848
27NOV2000,3209.69,4646.58,10546.07,14978.77,2824.76,3470.19,391.59,845.77
28NOV2000,3203.35,4637.41,10507.58,14924.11,2796.41,3435.37,395.2,853.55
29NOV2000,3218.89,4661.05,10629.11,15102.04,2799.42,3439.07,391.73,846.23
30NOV2000,3165.17,4583.26,10414.49,14797.1,2751.19,3379.82,388.88,840.06
01DEC2000,3154.12,4567.25,10373.54,14738.91,2763.15,3394.51,385.38,832.51
04DEC2000,3192.86,4623.36,10560.1,15003.99,2767.77,3400.22,388.05,838.26
05DEC2000,3264.68,4727.37,10898.72,15485.1,2843.67,3493.46,385.64,833.06
06DEC2000,3213.76,4654.38,10664.38,15155.01,2815.71,3459.12,383.72,829.11
07DEC2000,3204.19,4640.51,10617.36,15088.19,2796.04,3434.94,385.36,832.64
08DEC2000,3240.49,4693.28,10712.91,15223.99,2879.95,3538.76,385.82,833.65
11DEC2000,3256.84,4717.27,10725.8,15242.31,2938.37,3611.75,386.41,834.91
12DEC2000,3260.97,4723.24,10768.27,15302.66,2905.27,3571.06,388.57,839.58
13DEC2000,3255,4716.34,10794.44,15344.43,2847.41,3501.67,389.81,842.64
14DEC2000,3201.77,4639.21,10674.99,15174.63,2738.15,3367.3,385.55,833.41
15DEC2000,3152.68,4568.07,10434.96,14833.43,2698.68,3318.76,386.52,835.51
18DEC2000,3212.74,4655.23,10645.42,15133.29,2739.42,3368.86,394.06,851.81
19DEC2000,3212.51,4654.89,10584.37,15046.51,2777.76,3416.02,395.11,854.08
20DEC2000,3166.98,4589.15,10318.93,14669.68,2729.77,3357.54,401.4,867.68
21DEC2000,3198.91,4635.42,10487.29,14909.02,2789.82,3431.4,395.51,854.96
22DEC2000,3251.86,4712.15,10635.56,15119.8,2849.93,3505.33,402.78,870.67
26DEC2000,3284.4,4759.31,10692.44,15200.66,2839.59,3492.62,416.11,899.48
27DEC2000,3316.23,4805.74,10803.16,15359.79,2899.61,3566.44,415.6,898.37
28DEC2000,3323.74,4816.62,10868.76,15453.06,2891.45,3556.4,414.43,895.84
29DEC2000,3317.41,4807.45,10786.85,15336.61,2946.6,3624.23,412.16,890.95
02JAN2001,3250.64,4710.69,10646.15,15136.56,2874.11,3535.07,398.73,861.92
03JAN2001,3288.09,4765.61,10945.75,15566.33,3015.07,3708.45,374.93,810.47
04JAN2001,3269.79,4739.08,10912.41,15518.91,3145.65,3869.06,352.84,762.72
05JAN2001,3219.62,4666.38,10662.01,15162.81,3113.99,3830.12,352.73,762.48
08JAN2001,3233.89,4687.46,10621.35,15107.32,3142.03,3864.61,360.31,778.86
09JAN2001,3198.1,4635.59,10572.55,15037.91,3068.6,3774.29,354.9,767.17
10JAN2001,3197.21,4634.3,10604.27,15083.03,3070.13,3776.18,351.48,759.77
11JAN2001,3167.9,4592.31,10609.55,15090.55,3051.3,3754.84,338.15,730.96
12JAN2001,3156.68,4576.05,10525.38,14970.82,3001.98,3694.15,345.64,747.14
15JAN2001,3156.68,4576.05,10525.38,14970.82,3001.98,3694.15,345.64,747.14
16JAN2001,3181.15,4611.51,10652.66,15151.86,3064.74,3771.38,339.59,734.08
17JAN2001,3175.97,4604.58,10584.34,15057.91,3062.49,3768.61,343.19,741.85
18JAN2001,3198.3,4637.49,10678.28,15194.72,3046,3748.32,348.42,753.16
19JAN2001,3166.98,4592.09,10587.59,15065.68,2953.29,3634.23,351.3,759.37
22JAN2001,3182.15,4614.07,10578.24,15052.37,2969.85,3654.61,357.96,773.78
23JAN2001,3211.75,4656.99,10649.81,15154.22,3002,3694.18,363.1,784.9
24JAN2001,3207.68,4651.1,10646.97,15150.16,2942.18,3620.56,368.39,796.33
25JAN2001,3247.68,4709.1,10729.52,15267.63,2980.17,3667.32,377.24,815.46
26JAN2001,3227.21,4679.42,10659.98,15168.68,2956.19,3637.8,375.65,812.02
29JAN2001,3249.37,4712.02,10702.19,15228.75,3001.33,3693.36,377.97,817.41
30JAN2001,3285.94,4765.05,10881.2,15483.47,3058.78,3764.04,373.76,808.32
31JAN2001,3295.82,4779.71,10887.36,15493.63,3107.76,3824.68,372.32,805.2
01FEB2001,3311.75,4803.6,10983.62,15631.93,3127.82,3849.37,369.41,799.35
02FEB2001,3287.65,4768.64,10864.1,15461.82,3092.76,3806.22,371.97,804.89
05FEB2001,3308.83,4799.44,10965.85,15606.81,3069.71,3778,376.86,815.45
06FEB2001,3303.71,4792.01,10957.42,15594.82,3061.72,3768.17,375.89,813.35
07FEB2001,3305.01,4796.08,10946.72,15586.43,3034.67,3734.88,381.02,825.26
08FEB2001,3302.63,4792.71,10880.55,15492.22,3025.24,3723.57,387.09,838.42
09FEB2001,3294.18,4780.45,10781.45,15351.12,3013.42,3709.01,393.26,851.78
12FEB2001,3322.19,4821.99,10946.77,15586.5,3039.23,3740.79,389.71,844.81
13FEB2001,3316.75,4815.19,10903.32,15527.87,3046.46,3751.6,389.91,845.23
14FEB2001,3285.41,4771.92,10795.41,15380.85,2999.49,3693.76,388.99,844.09
15FEB2001,3306.49,4803.44,10891.02,15521.82,3042.47,3746.92,386.02,837.65
16FEB2001,3286.26,4774.04,10799.82,15391.84,2994.78,3688.19,389.57,845.35
19FEB2001,3286.26,4774.04,10799.82,15391.84,2994.78,3688.19,389.57,845.35
20FEB2001,3274.08,4756.35,10730.88,15293.59,2977.46,3666.87,391.59,849.75
21FEB2001,3228.44,4691.42,10526.58,15010.16,2944.47,3626.23,390.18,846.67
22FEB2001,3224.73,4686.53,10526.81,15010.48,2918.76,3596.36,391.36,849.25
23FEB2001,3198.86,4648.93,10441.9,14889.41,2930.07,3610.29,383.94,833.14
26FEB2001,3249.12,4721.96,10642.53,15175.49,2978.24,3669.64,386.29,838.24
27FEB2001,3248.65,4722.21,10636.88,15171.52,2971.01,3660.74,387.47,840.96
28FEB2001,3211.18,4669.04,10495.28,14969.56,2925.04,3605.01,386.22,839.1
01MAR2001,3192.51,4641.89,10450.14,14905.17,2868.36,3535.15,387.44,841.75
02MAR2001,3210.89,4668.61,10466.31,14928.24,2915.19,3592.86,389.99,847.29
05MAR2001,3236.49,4706.1,10562.3,15066.64,2939.4,3622.7,391.81,851.25
06MAR2001,3248.73,4723.96,10591.22,15108.27,2980.43,3673.27,390.59,848.6
07MAR2001,3277.15,4768.5,10729.6,15308.86,2990.43,3687.46,391.75,852.82
08MAR2001,3309.66,4816.02,10858.25,15492.41,3017.29,3721.37,393.92,857.54
09MAR2001,3246.38,4723.94,10644.62,15187.62,2942.17,3628.72,389.12,847.09
12MAR2001,3133.77,4560.39,10208.25,14565.01,2861.19,3530.01,379.25,825.61
13MAR2001,3116.46,4536.36,10290.8,14689.44,2769.74,3417.18,373.63,813.38
14MAR2001,3027.35,4406.64,9973.46,14236.46,2680.9,3307.58,366.3,797.42
15MAR2001,3059.55,4453.52,10031.28,14318.98,2703.01,3334.85,375.5,817.44
16MAR2001,2993.92,4357.98,9823.41,14022.27,2631.37,3246.47,368.46,802.12
19MAR2001,3027.73,4407.33,9959.11,14216.72,2681.66,3308.52,367.75,800.57
20MAR2001,2985.24,4345.48,9720.76,13876.47,2675.86,3301.36,367.81,800.71
21MAR2001,2934.95,4272.55,9487,13543.41,2678.83,3305.58,362.16,788.4
22MAR2001,2882.28,4195.87,9389.48,13404.2,2632.52,3248.44,348.66,759.01
23MAR2001,2910.45,4236.87,9504.78,13568.79,2645.34,3264.26,351.48,765.15
26MAR2001,2990.8,4353.84,9687.53,13829.68,2727.87,3366.1,367.42,799.86
27MAR2001,3067.26,4465.16,9947.54,14200.87,2802.49,3458.18,375.06,816.49
28MAR2001,3026.4,4405.73,9785.35,13969.68,2765.08,3412.01,372.84,811.65
29MAR2001,3026.69,4406.15,9799.06,13989.25,2753.43,3397.64,373.17,812.37
30MAR2001,3059.97,4454.6,9878.78,14103.06,2771.36,3419.76,381.42,830.34
02APR2001,3040.11,4425.69,9777.93,13959.08,2745.02,3387.27,383.41,834.67
03APR2001,2973,4328,9485.71,13541.91,2680.57,3307.73,382.72,833.16
04APR2001,2973.99,4330.13,9515.42,13588.23,2701.83,3333.96,377.72,822.28
05APR2001,3055.93,4449.43,9918.05,14163.2,2751.33,3395.04,377.92,822.71
06APR2001,2994.46,4360.34,9791.09,13984.25,2687.03,3315.7,364.55,793.6
09APR2001,3027.69,4408.73,9845.15,14061.45,2716.89,3352.55,373.79,813.72
10APR2001,3113.24,4533.3,10102.74,14429.36,2791.65,3444.81,386.57,841.54
11APR2001,3086.46,4494.82,10013.47,14301.86,2756.8,3403.66,384.85,837.8
12APR2001,3106.07,4523.38,10126.94,14463.93,2766.59,3415.73,383.53,834.92
13APR2001,3106.07,4523.38,10126.94,14463.93,2766.59,3415.73,383.53,834.92
16APR2001,3112.75,4533.11,10158.56,14509.09,2737.04,3379.26,387.94,844.52
17APR2001,3141.89,4575.55,10216.73,14592.17,2758.07,3405.22,395.68,861.36
18APR2001,3232.56,4708.18,10615.83,15165.58,2859.02,3529.85,394.44,858.66
19APR2001,3241.53,4721.81,10693.71,15280.02,2888.8,3566.63,388.14,844.95
20APR2001,3210.66,4676.84,10579.85,15117.33,2861.3,3532.68,385.58,839.39
23APR2001,3200.12,4661.49,10532.23,15049.27,2794.13,3449.75,392.9,855.33
24APR2001,3182.64,4636.03,10454.34,14937.99,2764.64,3413.33,394.53,858.87
25APR2001,3211.9,4678.64,10625.2,15182.13,2761.96,3410.03,394.6,859.01
26APR2001,3244.17,4726.14,10692.35,15278.07,2820.27,3482.02,398.44,867.78
27APR2001,3270.05,4763.84,10810.05,15446.25,2862.37,3534,396,862.47
30APR2001,3249.05,4733.24,10734.97,15338.97,2827.04,3490.37,396.17,862.84
01MAY2001,3272.05,4766.74,10898.34,15572.41,2814.63,3475.05,394.76,859.76
02MAY2001,3264.82,4756.55,10876.68,15542.84,2868.31,3541.7,385.98,840.64
03MAY2001,3236.32,4716.22,10796.65,15429.96,2835.51,3502.53,382.18,832.81
04MAY2001,3281.01,4781.42,10951.24,15650.89,2869.19,3544.38,387.63,844.69
07MAY2001,3267.16,4761.27,10935.17,15627.93,2850.64,3521.62,383.93,836.63
08MAY2001,3252.19,4740.67,10883.51,15555.39,2865.54,3540.02,378.74,826.12
09MAY2001,3258.45,4751.43,10866.98,15537.99,2865.73,3540.56,383.74,837.4
10MAY2001,3273.56,4774.2,10910.44,15604.25,2899.76,3582.59,383.52,836.94
11MAY2001,3258.98,4753.68,10821.31,15479.99,2879.56,3558.23,386.64,843.72
14MAY2001,3275.58,4779.44,10877.33,15560.13,2874.59,3552.1,391.04,854.6
15MAY2001,3266.44,4766.09,10872.97,15553.9,2880.24,3559.08,385.7,842.94
16MAY2001,3340.04,4875.3,11215.92,16054.82,2925.5,3615.01,387.52,846.92
17MAY2001,3353.78,4895.36,11248.58,16101.58,2957.58,3654.65,387.84,847.61
18MAY2001,3374.75,4926.57,11301.74,16181.04,2978.95,3681.05,391.54,855.71
21MAY2001,3392.23,4952.08,11337.92,16232.83,3004.35,3712.45,394.43,862.03
22MAY2001,3375.48,4927.64,11257.24,16117.32,2990.97,3695.91,394.67,862.55
23MAY2001,3350.59,4892.04,11105.51,15900.08,2969.16,3671.65,398.31,870.5
24MAY2001,3348.17,4888.5,11122.42,15924.3,2951.01,3649.2,397.68,869.13
25MAY2001,3308.85,4831.1,11005.37,15756.72,2929.2,3622.23,390.07,852.49
28MAY2001,3308.85,4831.1,11005.37,15756.72,2929.2,3622.23,390.07,852.49
29MAY2001,3308.81,4831.04,11039.14,15805.07,2921.27,3612.42,387.83,847.59
30MAY2001,3276.4,4785.7,10872.64,15570.72,2901.61,3588.11,388.47,850.06
31MAY2001,3302.19,4823.94,10911.94,15630.18,2945.9,3642.88,393.22,860.44
01JUN2001,3295.43,4814.07,10990.41,15742.58,2887.05,3570.11,389.52,852.35
04JUN2001,3307.1,4831.12,11061.52,15844.44,2878.24,3559.24,390.25,853.94
05JUN2001,3320.61,4850.86,11175.84,16008.19,2917.42,3607.7,381.71,835.26
06JUN2001,3281.3,4795.54,11070.24,15856.93,2898.39,3584.16,372.65,817.14
07JUN2001,3283.37,4798.77,11090.74,15886.29,2916.3,3607.04,369.53,810.31
08JUN2001,3262.37,4768.07,10977,15723.38,2882.09,3564.72,373.26,818.48
11JUN2001,3249.64,4749.8,10922.09,15644.72,2828.94,3500.16,378.33,829.6
12JUN2001,3246.63,4745.47,10948.38,15682.75,2793.11,3455.84,378.74,830.51
13JUN2001,3209.73,4693.23,10871.62,15579.58,2774.96,3435.23,368.27,807.53
14JUN2001,3144.59,4597.99,10690.13,15319.5,2710.56,3355.51,358.19,785.45
15JUN2001,3139.39,4590.38,10623.64,15224.21,2693.62,3334.54,363.73,797.58
18JUN2001,3141.01,4592.93,10645.38,15256.33,2697.42,3339.24,362.1,794.02
19JUN2001,3131.57,4579.12,10596.67,15186.52,2660.58,3293.63,366.25,803.11
20JUN2001,3136.98,4587.3,10647.33,15259.79,2665.3,3300.04,363.85,797.86
21JUN2001,3138.83,4590.01,10715.43,15357.39,2711.05,3356.69,352.67,773.33
22JUN2001,3118.67,4560.53,10604.59,15198.54,2676.49,3313.9,356.5,781.74
25JUN2001,3086.97,4514.17,10504.22,15054.69,2646.31,3276.54,352.57,773.12
26JUN2001,3083.6,4509.39,10472.48,15010.03,2643.49,3273.04,354.06,776.38
27JUN2001,3099.32,4532.38,10434.84,14956.08,2699.47,3342.34,358.88,786.95
28JUN2001,3138.89,4590.25,10566.21,15144.37,2764.83,3423.28,359.68,788.7
29JUN2001,3143.6,4597.13,10502.4,15052.92,2833.56,3508.37,359.34,787.97
02JUL2001,3158.07,4618.29,10593.72,15183.8,2806.5,3474.87,362.14,794.11
03JUL2001,3154.39,4613.62,10571.11,15155.42,2809.37,3478.42,361.89,793.55
05JUL2001,3148.01,4604.87,10479.86,15027.92,2812.83,3482.7,366.48,803.61
06JUL2001,3097.16,4530.92,10252.68,14704.56,2748.92,3403.57,368.3,807.62
09JUL2001,3116.49,4559.2,10299.4,14771.57,2774.71,3435.51,371.1,813.74
10JUL2001,3097.48,4531.39,10175.64,14594.06,2775.69,3436.72,372.18,816.12
11JUL2001,3108.11,4546.94,10241.02,14687.84,2819.79,3491.32,366.21,803.02
12JUL2001,3161.91,4625.72,10478.99,15029.14,2902.34,3593.84,362.6,795.12
13JUL2001,3178.72,4650.32,10539.06,15115.28,2940.35,3640.91,361.24,792.13
16JUL2001,3174.84,4644.64,10472.12,15019.29,2962.79,3668.69,362.47,794.82
17JUL2001,3207.73,4692.75,10606.39,15211.86,3007.08,3723.54,362.09,794
18JUL2001,3188.9,4666.44,10569.83,15166.45,2976.32,3685.45,359.27,787.81
19JUL2001,3196.7,4677.86,10610,15224.08,2982.94,3693.65,358.95,787.1
20JUL2001,3172.04,4641.77,10576.65,15176.23,2965.66,3672.25,351.07,769.84
23JUL2001,3125.03,4572.98,10424.42,14957.8,2961.81,3667.49,340.33,746.27
24JUL2001,3047.56,4459.61,10241.12,14694.79,2863.45,3545.68,328.31,719.93
25JUL2001,3099.84,4536.11,10405.67,14930.89,2865,3547.61,341.04,747.84
26JUL2001,3137.37,4591.04,10455.63,15002.58,2929.15,3627.05,348.25,763.64
27JUL2001,3125.79,4574.59,10416.67,14946.68,2909.88,3603.18,348.08,763.67
30JUL2001,3130.35,4581.26,10401.72,14925.23,2912.22,3606.07,351.55,771.27
31JUL2001,3146.05,4604.63,10522.81,15098.98,2906.18,3599.95,349.74,767.32
01AUG2001,3156.22,4619.87,10510.01,15082.1,2933.78,3634.5,352.76,773.94
02AUG2001,3174.3,4647.19,10551.18,15142.78,2940.59,3642.95,357.77,785.4
03AUG2001,3162.02,4629.25,10512.78,15087.86,2914.02,3610.02,358.12,786.17
06AUG2001,3123.84,4573.4,10401.31,14927.88,2908.27,3603.06,348.64,765.34
07AUG2001,3140.14,4597.26,10458.74,15010.3,2921.46,3619.4,350.42,769.27
08AUG2001,3087.07,4520.82,10293.5,14774.53,2882.04,3570.56,342.19,751.99
09AUG2001,3081.34,4512.82,10298.56,14784.06,2834.63,3511.82,344.76,757.65
10AUG2001,3110.7,4556.08,10416.25,14953.03,2860.77,3545.12,346.4,761.24
13AUG2001,3096.94,4538.19,10415.91,14956.01,2835.41,3513.69,342.37,753.71
14AUG2001,3103.67,4548.7,10412.17,14950.64,2859.16,3543.13,343.24,756.13
15AUG2001,3079.43,4514.79,10345.95,14862.18,2833.66,3511.52,339.6,748.5
16AUG2001,3096.32,4539.87,10392.52,14930.94,2864.22,3549.4,340.46,750.38
17AUG2001,3057.84,4483.83,10240.78,14714.7,2824.65,3500.6,338.77,746.67
20AUG2001,3078.92,4514.74,10320.07,14828.64,2840.42,3520.14,340.8,751.14
21AUG2001,3038.28,4455.14,10174.14,14618.96,2780.51,3445.89,340.05,749.48
22AUG2001,3065.03,4496.73,10276.9,14777.4,2801.92,3473.04,342.25,754.58
23AUG2001,3058.57,4487.25,10229.15,14708.75,2797.01,3466.95,343.75,757.89
24AUG2001,3109.24,4561.58,10423.17,14987.74,2854.39,3538.08,345.81,762.44
27AUG2001,3102.44,4551.6,10382.35,14929.03,2831.91,3510.2,348.76,768.94
28AUG2001,3076.62,4513.8,10222.03,14698.89,2831.13,3509.24,349.6,770.79
29AUG2001,3048.45,4473.83,10090.9,14510.34,2827.87,3506.1,346.88,765.67
30AUG2001,3002.07,4407.32,9919.58,14271.72,2806.84,3480.03,340.39,751.51
31AUG2001,3009.21,4417.81,9949.75,14315.12,2813.41,3488.2,340.62,752.02
04SEP2001,3025.95,4442.38,9997.49,14383.81,2835.65,3515.78,342.35,755.85
