date,djc,djct,dji,djit,djt,djtt,dju,djut
15APR2002,2951.63,4386.46,10093.67,14676.33,2802.65,3498.59,298.26,673.71
16APR2002,3013.3,4478.1,10301.32,14978.26,2881.4,3596.89,302.35,682.96
17APR2002,2998.95,4457.43,10220.78,14864.94,2848.31,3555.58,305.86,690.89
18APR2002,2987.64,4441.22,10205.28,14845.92,2799.21,3494.29,307.35,694.25
19APR2002,2998.53,4457.4,10257.11,14921.31,2796.87,3491.37,308.74,697.38
22APR2002,2960.96,4401.55,10136.43,14745.76,2723.22,3399.44,308.81,697.55
23APR2002,2950.94,4386.66,10089.24,14677.11,2698.05,3368.02,310.75,701.93
24APR2002,2934.41,4362.09,10030.43,14591.55,2674.74,3338.92,310.18,700.64
25APR2002,2939.12,4369.09,10035.06,14598.3,2726.43,3403.44,305.99,691.18
26APR2002,2911.12,4327.96,9910.72,14417.41,2722.63,3398.7,302.84,684.44
29APR2002,2888.71,4294.65,9819.87,14285.25,2694.84,3364.01,302.55,683.77
30APR2002,2918.79,4339.36,9946.22,14469.05,2704.72,3376.34,305.84,691.22
01MAY2002,2946.63,4381.12,10059.63,14635.56,2743.66,3425.32,305.64,690.76
02MAY2002,2954.12,4393.54,10091.87,14684.29,2749.51,3433.99,305.99,692
03MAY2002,2940.17,4373.46,10006.63,14560.45,2743.56,3426.57,306.86,694.45
06MAY2002,2897.79,4310.47,9808.04,14271.49,2703.41,3376.56,307.07,694.92
07MAY2002,2892.59,4302.73,9836.55,14312.97,2683.84,3352.13,304.4,688.89
08MAY2002,2964.02,4410.4,10141.83,14758.74,2753.01,3438.82,306.35,694.09
09MAY2002,2928.75,4358.31,10037.42,14609.09,2702.44,3375.67,303.46,687.54
10MAY2002,2889.29,4299.82,9939.92,14467.19,2643.1,3302.37,298.94,677.3
13MAY2002,2928.82,4361,10109.66,14717.81,2703.51,3377.84,297.31,674.91
14MAY2002,2977.37,4433.94,10298.14,14992.21,2768.24,3458.72,298.11,677.22
15MAY2002,2966.93,4420.45,10243.68,14922.11,2797.98,3495.88,293.9,668.02
16MAY2002,2951.94,4398.44,10289.21,14990.33,2768.97,3459.63,286.03,650.14
17MAY2002,2963.19,4415.56,10353.08,15085.45,2798.36,3496.36,282.81,642.81
20MAY2002,2943.33,4385.96,10229.5,14905.39,2761.37,3450.14,287.63,653.77
21MAY2002,2913.32,4341.5,10105.71,14725.01,2702.78,3377.83,289.96,659.07
22MAY2002,2940.06,4383.04,10157.88,14809.86,2716.2,3395.22,297.38,675.94
23MAY2002,2966.27,4422.11,10216.08,14894.7,2762.5,3453.09,300.11,682.15
24MAY2002,2941.86,4385.72,10104.26,14731.67,2743.67,3429.55,299.51,680.76
28MAY2002,2914.25,4344.56,9981.58,14552.81,2728.13,3410.13,297.81,676.91
29MAY2002,2893.31,4314.45,9923.04,14467.46,2724.92,3406.12,292.61,665.93
30MAY2002,2884.26,4302.51,9911.69,14459.99,2717.96,3397.42,289.86,659.67
31MAY2002,2891.06,4312.65,9925.25,14479.78,2749.26,3436.54,288.4,656.34
03JUN2002,2824.61,4213.53,9709.79,14165.43,2689.83,3362.28,280.26,637.82
04JUN2002,2820.14,4206.86,9687.84,14133.42,2663.5,3329.36,283,644.05
05JUN2002,2834.12,4230.65,9796.8,14295.96,2680.63,3350.78,278.83,636.3
06JUN2002,2788.07,4162.12,9624.64,14044.72,2660.67,3326.56,272.57,622.03
07JUN2002,2788.86,4163.29,9589.67,13993.7,2686.66,3359.05,272.8,622.55
10JUN2002,2810.31,4195.67,9645.4,14075.03,2721.12,3403.37,274.76,627.04
11JUN2002,2783.12,4155.16,9517.26,13888.54,2706.57,3385.17,273.62,624.43
12JUN2002,2805.26,4189.12,9617.71,14037.17,2706.72,3387.3,276.27,630.48
13JUN2002,2790.06,4166.51,9502.8,13869.44,2704.82,3385.23,278.52,635.6
14JUN2002,2773.92,4142.4,9474.21,13827.73,2673.14,3345.58,276.6,631.23
17JUN2002,2830.32,4226.77,9687.42,14139.74,2729.93,3416.66,280.21,639.47
18JUN2002,2840.57,4242.08,9706.12,14167.02,2733.68,3421.35,283.33,646.59
19JUN2002,2818,4208.67,9561.57,13956.79,2755.1,3448.73,281.59,642.62
20JUN2002,2785.43,4160.01,9431.77,13767.32,2747.36,3439.04,277.08,632.32
21JUN2002,2757.45,4118.23,9253.79,13507.52,2755.64,3449.41,277,632.13
24JUN2002,2748.36,4104.65,9281.82,13548.45,2739.57,3429.3,272.01,620.75
25JUN2002,2694.05,4023.54,9126.82,13322.2,2627.92,3289.53,271.11,618.69
26JUN2002,2690.7,4019.92,9120.11,13320.46,2637.7,3301.77,268.83,613.49
27JUN2002,2729.66,4078.12,9269.92,13539.26,2692.55,3370.44,269.25,614.44
28JUN2002,2743.76,4099.19,9243.26,13500.33,2731.64,3419.36,273.88,625.02
01JUL2002,2704.3,4040.24,9109.79,13305.39,2699.85,3379.58,269.1,614.1
02JUL2002,2655.82,3968.52,9007.75,13160.55,2619.88,3279.48,262.9,599.96
03JUL2002,2654.26,3966.18,9054.97,13229.53,2596.76,3250.53,260.92,595.43
05JUL2002,2725.5,4072.64,9379.5,13703.69,2652.64,3320.48,262.74,599.59
08JUL2002,2695.55,4028.36,9274.9,13553.56,2615.79,3274.35,260.9,595.39
09JUL2002,2640.51,3946.09,9096.09,13292.26,2576.57,3225.25,252.99,577.34
10JUL2002,2556.43,3820.45,8813.5,12879.31,2547.84,3189.3,237.99,543.11
11JUL2002,2561.06,3827.36,8801.53,12861.81,2505.26,3135.99,246.39,562.27
12JUL2002,2518.6,3763.91,8684.53,12690.85,2480.14,3104.55,237.92,542.95
15JUL2002,2507.65,3747.55,8639.19,12624.59,2433.81,3046.55,241.76,551.72
16JUL2002,2465.83,3685.05,8473.11,12381.9,2434.1,3046.92,234.7,535.61
17JUL2002,2467.66,3688.5,8542.48,12487.45,2411.76,3018.95,232.47,530.51
18JUL2002,2425.81,3626.53,8409.49,12296.54,2382.6,2982.45,226.12,516.04
19JUL2002,2326.18,3477.59,8019.26,11725.93,2332.18,2919.33,214.94,490.52
22JUL2002,2254.77,3370.84,7784.58,11382.78,2241.5,2805.83,209.66,478.46
23JUL2002,2186.13,3268.22,7702.34,11262.52,2160.35,2704.25,191.85,437.81
24JUL2002,2306.17,3447.68,8191.29,11977.47,2183.92,2733.75,208.18,475.08
25JUL2002,2338.54,3496.07,8186.31,11970.19,2236.58,2799.67,218.53,498.7
26JUL2002,2352.87,3517.49,8264.39,12084.37,2254.79,2822.46,216.99,495.19
29JUL2002,2463.74,3683.76,8711.88,12738.69,2380.95,2980.38,219.97,502.39
30JUL2002,2491.61,3725.83,8680.03,12692.12,2389.51,2992.48,235.58,538.04
31JUL2002,2499.67,3738.27,8736.59,12776.35,2370.05,2968.52,237.2,541.73
01AUG2002,2433.32,3639.92,8506.62,12441.82,2308.26,2891.14,230.61,527.12
02AUG2002,2366.6,3540.11,8313.13,12158.82,2202.03,2758.08,226.07,516.75
05AUG2002,2301.81,3443.9,8043.63,11764.84,2132.27,2670.86,224.52,513.7
06AUG2002,2380.38,3561.46,8274.09,12101.91,2235.5,2800.16,232.26,531.4
07AUG2002,2422.53,3625.85,8456.15,12369.76,2271.38,2845.11,233.83,535.8
08AUG2002,2485.58,3720.22,8712.02,12744.04,2333,2922.29,236.62,542.19
09AUG2002,2498.25,3739.75,8745.45,12795.29,2351.65,2946.26,237.94,545.21
12AUG2002,2485.38,3721.44,8688.89,12712.54,2308.67,2892.41,241.36,553.79
13AUG2002,2428.3,3637.31,8482.39,12413.87,2264.23,2836.73,235.36,540.61
14AUG2002,2495.96,3740.43,8743.31,12802.72,2306.12,2889.52,242.42,557.2
15AUG2002,2511.94,3764.65,8818.14,12912.3,2319.97,2906.88,242.5,557.6
16AUG2002,2503.31,3752.47,8778.06,12857.57,2339.4,2931.47,239.18,549.96
19AUG2002,2550.08,3822.57,8990.79,13169.17,2364.02,2962.33,241.87,556.14
20AUG2002,2527.58,3788.85,8872.07,12995.27,2347.72,2941.89,242.49,557.57
21AUG2002,2575.73,3863.46,8957.23,13131.46,2432.21,3049.33,249.32,573.3
22AUG2002,2607.24,3910.72,9053.64,13272.79,2463.96,3089.14,253.23,582.29
23AUG2002,2552.93,3829.26,8872.96,13007.92,2394.32,3001.82,249.51,573.73
26AUG2002,2578.2,3867.17,8919.01,13075.43,2424.51,3039.67,254.69,585.64
27AUG2002,2545.04,3817.42,8824.41,12936.74,2383.36,2988.09,250.93,577
28AUG2002,2503.88,3756.79,8694.09,12745.69,2313.38,2900.35,249.63,574.86
29AUG2002,2476.35,3715.49,8670.99,12711.83,2246.3,2816.24,245.85,566.15
30AUG2002,2473.13,3710.65,8663.5,12700.85,2265.63,2840.51,242.52,558.5
03SEP2002,2395.43,3594.17,8308.05,12180.23,2252.4,2823.93,234.88,540.9
04SEP2002,2428.24,3645.08,8425.12,12355.58,2315.22,2902.68,233.96,539.59
05SEP2002,2377.68,3570.19,8283.7,12148.19,2204.26,2763.86,233.82,539.98
06SEP2002,2415.79,3627.63,8427.2,12358.63,2257.07,2830.81,234.56,541.69
09SEP2002,2431.7,3651.86,8519.38,12493.81,2263.42,2839.98,234.06,540.54
10SEP2002,2440.68,3665.35,8602.61,12615.87,2287.6,2870.33,228.69,528.13
11SEP2002,2440.62,3666.17,8581.17,12586.47,2297.32,2884.46,229.28,529.5
12SEP2002,2382.06,3579.29,8379.41,12296.9,2253.27,2829.15,222.1,512.91
13SEP2002,2376.43,3570.83,8312.69,12198.98,2246.87,2821.12,225.63,521.06
16SEP2002,2376.74,3571.43,8380.18,12298.84,2231.96,2802.4,221.94,512.53
17SEP2002,2325.17,3493.94,8207.55,12045.48,2203.69,2766.9,213.92,494.02
18SEP2002,2323.27,3491.38,8172.45,11994.74,2162.72,2716.02,220.84,510.01
19SEP2002,2276.81,3421.56,7942.39,11657.08,2158.87,2711.18,217.25,501.71
20SEP2002,2282.26,3429.74,7986.02,11721.11,2184.02,2742.77,213.3,492.58
23SEP2002,2243.14,3370.96,7872.15,11553.98,2134.53,2680.61,209.17,483.05
24SEP2002,2193.08,3295.73,7683.13,11276.57,2097.17,2633.69,204.38,471.99
25SEP2002,2246.04,3375.64,7841.82,11511.35,2167.08,2721.49,209.23,483.2
26SEP2002,2314.36,3478.39,7997.12,11739.69,2269.42,2850.01,218.17,503.84
27SEP2002,2236.03,3360.65,7701.45,11305.65,2185.17,2744.21,213.77,493.68
30SEP2002,2212.14,3324.75,7591.93,11144.88,2151.07,2701.38,215.07,496.67
01OCT2002,2294.78,3448.95,7938.79,11654.07,2225.18,2794.45,218.54,504.68
02OCT2002,2235.17,3360.07,7755.61,11389.35,2135.21,2681.47,214.79,496.02
03OCT2002,2231.98,3355.28,7717.19,11332.92,2183.78,2742.47,210.58,486.31
04OCT2002,2169.92,3261.99,7528.4,11055.68,2137.68,2684.57,200.81,463.74
07OCT2002,2126.02,3195.99,7422.84,10900.66,2058.57,2585.22,197.12,455.23
08OCT2002,2129.37,3201.5,7501.49,11018.94,2115.35,2656.53,185.39,428.13
09OCT2002,2033.44,3057.26,7286.27,10702.81,2013.02,2528.01,167.57,386.99
10OCT2002,2122.17,3190.67,7533.95,11066.62,2096.77,2633.19,181.28,418.63
11OCT2002,2193.67,3298.17,7850.29,11531.29,2154.67,2705.9,183.66,424.15
14OCT2002,2185.07,3285.25,7877.4,11571.12,2138.75,2685.91,178.98,413.33
15OCT2002,2281.95,3430.9,8255.68,12126.77,2286.46,2871.42,178.13,411.37
16OCT2002,2208.43,3321.06,8036.03,11808.19,2201.3,2764.47,169.88,392.33
17OCT2002,2272.58,3418.15,8275.04,12163.07,2279.53,2862.71,172.63,398.67
18OCT2002,2285.8,3438.04,8322.4,12232.69,2279.09,2862.16,175.35,404.94
21OCT2002,2355.58,3542.99,8538.24,12549.94,2338.53,2936.81,185.13,427.52
22OCT2002,2328.1,3501.66,8450.16,12420.47,2312.43,2904.03,181.86,419.98
23OCT2002,2352.24,3537.97,8494.27,12485.31,2341.55,2940.59,186.78,431.34
24OCT2002,2313.82,3480.19,8317.34,12225.24,2304.62,2894.22,186.78,431.34
25OCT2002,2344.1,3525.72,8443.99,12411.4,2313.31,2905.13,190.3,439.48
28OCT2002,2331.67,3507.04,8368.04,12299.77,2279.48,2862.65,194.5,449.18
29OCT2002,2324.07,3496.11,8368.94,12301.09,2248.23,2823.4,194.36,449.24
30OCT2002,2349.76,3536.46,8427.41,12396.28,2277.25,2860.28,198.86,459.65
31OCT2002,2339.34,3521.69,8397.03,12353.42,2260.07,2838.7,198.25,458.68
01NOV2002,2375.76,3576.52,8517.64,12530.86,2315.68,2908.55,199.73,462.12
04NOV2002,2402.7,3617.11,8571.6,12610.25,2333.84,2931.5,206.55,477.89
05NOV2002,2423.69,3649.81,8678.27,12767.39,2344.46,2946.23,206.85,479.11
06NOV2002,2460.89,3707.42,8771.01,12906.9,2413.71,3033.25,209.43,485.9
07NOV2002,2400.65,3617.07,8586.24,12637.31,2350.62,2953.97,202.28,469.3
08NOV2002,2378.79,3585.09,8537.13,12565.04,2346.88,2949.28,195.87,455.16
11NOV2002,2328.64,3509.51,8358.95,12302.79,2271.38,2854.39,194.72,452.48
12NOV2002,2327.47,3508.62,8386,12347.72,2280.69,2866.09,190.74,443.24
13NOV2002,2336.59,3525.75,8398.49,12376.34,2290.88,2879.21,193.05,449.8
14NOV2002,2378.88,3589.56,8542.13,12588.01,2339.12,2939.83,196.43,457.68
15NOV2002,2391.44,3608.88,8579.09,12644.6,2333.2,2932.39,200.34,466.8
18NOV2002,2361.59,3564.15,8486.57,12510.12,2290.64,2878.9,198.23,461.88
19NOV2002,2352.96,3551.13,8474.78,12492.74,2269.82,2852.74,197.37,459.87
20NOV2002,2382.68,3598.13,8623.01,12720.2,2281.37,2869.4,198.42,462.31
21NOV2002,2433,3674.12,8845.15,13047.89,2328.78,2929.03,199.3,464.37
22NOV2002,2435.2,3677.52,8804.84,12988.42,2313.98,2910.66,205.61,479.08
25NOV2002,2446.15,3694.04,8849.4,13054.17,2326.94,2926.96,205.81,479.53
26NOV2002,2394.32,3616.12,8676.42,12800.97,2268.35,2853.26,201.33,469.09
27NOV2002,2465.01,3724.04,8931.68,13177.57,2371.82,2983.41,202.97,473.81
29NOV2002,2457.01,3711.95,8896.09,13125.08,2360.62,2969.32,203.29,474.55
02DEC2002,2451.1,3703.02,8862.57,13075.61,2381.43,2995.5,200.65,468.39
03DEC2002,2426.85,3666.5,8742.93,12899.69,2337.04,2939.67,203.88,475.94
04DEC2002,2418.42,3654.59,8737.85,12895.85,2345.48,2950.27,199.04,464.79
05DEC2002,2397.59,3624.06,8623.28,12726.76,2344.36,2948.87,198.37,463.98
06DEC2002,2413.93,3648.75,8645.77,12759.95,2388.81,3004.78,198.95,465.31
09DEC2002,2371.47,3584.96,8473.41,12505.56,2322.67,2922.82,200.44,468.81
10DEC2002,2400.8,3629.59,8574.26,12654.41,2353.38,2962.39,202.99,474.77
11DEC2002,2406.12,3638.54,8589.14,12678.5,2348.06,2957.42,205.21,479.98
12DEC2002,2396.97,3624.7,8538.4,12603.61,2336.46,2942.81,206.33,482.6
13DEC2002,2380.53,3599.85,8433.71,12449.07,2318.47,2920.15,209.1,489.08
16DEC2002,2427.01,3670.28,8627.4,12735.8,2359,2971.21,211.36,494.37
17DEC2002,2411.58,3646.94,8535.39,12599.97,2343.38,2951.53,213.26,498.81
18DEC2002,2387.39,3610.63,8447.35,12470.77,2305.71,2904.58,213.24,498.77
19DEC2002,2372.63,3589.38,8364.8,12355.32,2306.01,2904.96,212.53,497.09
20DEC2002,2406.98,3641.35,8511.32,12571.74,2324.22,2927.9,215.5,504.05
23DEC2002,2400.16,3631.03,8493.29,12545.1,2321.73,2924.76,213.82,500.12
24DEC2002,2390.15,3615.89,8448.11,12478.36,2307.99,2907.46,214.31,501.26
26DEC2002,2392.47,3619.41,8432.61,12455.48,2316.44,2918.1,215.69,504.49
27DEC2002,2359.59,3570.29,8303.78,12268.96,2291.66,2886.88,212.86,497.88
30DEC2002,2370.93,3587.45,8332.85,12311.91,2302.83,2900.95,214.79,502.38
31DEC2002,2374.96,3593.69,8341.63,12325.69,2309.96,2909.94,215.18,503.29
02JAN2003,2443.52,3698.02,8607.52,12722.11,2372.75,2989.03,219.78,514.07
03JAN2003,2443.26,3697.63,8601.69,12713.5,2364.94,2979.19,221.2,517.39
06JAN2003,2505.4,3791.66,8773.57,12967.55,2421.71,3050.71,231.27,540.93
07JAN2003,2483.02,3757.8,8740.59,12918.81,2396.89,3019.45,225.78,528.08
08JAN2003,2454.22,3714.67,8595.31,12706.77,2370.65,2986.38,226.68,530.2
09JAN2003,2495.03,3776.44,8776.18,12974.15,2411.79,3038.21,226.99,530.92
10JAN2003,2488.85,3767.08,8784.89,12987.02,2393.67,3015.38,225.48,527.4
13JAN2003,2478.92,3752.04,8785.98,12988.65,2387.44,3007.54,221.06,517.05
14JAN2003,2489.02,3767.33,8842.62,13072.37,2382.72,3001.59,222.15,519.6
15JAN2003,2462.23,3726.79,8723.18,12895.8,2360.51,2973.61,221.36,517.74
16JAN2003,2460.81,3725.23,8697.87,12861.93,2372.28,2988.44,221.17,517.31
17JAN2003,2431.51,3680.87,8586.74,12697.59,2344.53,2953.48,219.11,512.49
21JAN2003,2384.03,3609,8442.9,12484.88,2281.23,2873.74,215.19,503.32
22JAN2003,2342.64,3547.02,8318.73,12305.37,2213.63,2788.58,213.34,499.01
23JAN2003,2359.7,3572.86,8369.47,12380.42,2230.77,2810.17,215.6,504.28
24JAN2003,2293.77,3473.03,8131.01,12027.68,2163.33,2725.22,210.66,492.73
27JAN2003,2251.46,3408.97,7989.56,11818.45,2144.01,2700.88,203.26,475.41
28JAN2003,2284.79,3459.44,8088.84,11965.31,2165.44,2727.87,209.28,489.5
29JAN2003,2286.82,3462.99,8110.71,11997.66,2163.38,2725.28,208.76,488.67
30JAN2003,2245.33,3401.06,7945.13,11754.72,2128.64,2681.52,205.92,482.49
31JAN2003,2278.2,3450.85,8053.81,11915.5,2173.35,2737.84,207.75,486.77
03FEB2003,2287.02,3464.26,8109.82,11998.37,2157.49,2718,209.73,491.43
04FEB2003,2262.64,3427.33,8013.29,11855.55,2145.38,2702.75,206.88,484.73
05FEB2003,2256.07,3418.71,7985.18,11817.4,2156.42,2717.03,204.35,479.31
06FEB2003,2251.49,3413.42,7929.3,11738.53,2180.69,2747.61,203.41,477.94
07FEB2003,2223.41,3370.86,7864.23,11642.21,2139.97,2696.3,199.84,469.54
10FEB2003,2235.55,3390.21,7920.11,11724.93,2144.74,2702.31,200.77,472.49
11FEB2003,2211.19,3353.65,7843.11,11610.95,2128.28,2682.79,196.85,463.27
12FEB2003,2177.43,3305.76,7758.17,11496.19,2100.67,2648.78,190.22,448.66
13FEB2003,2175.3,3302.94,7749.87,11485.98,2073.48,2614.71,193.51,456.4
14FEB2003,2213.92,3361.58,7908.8,11721.53,2102.6,2651.43,196.17,462.69
18FEB2003,2249.46,3415.87,8041.15,11919.66,2140.65,2699.41,198.29,467.68
19FEB2003,2230.66,3389.27,8000.6,11869.79,2105.39,2655.75,196.77,464.1
20FEB2003,2214.71,3365.39,7914.96,11742.73,2084.91,2631.04,198.47,468.11
21FEB2003,2238.57,3401.81,8018.11,11895.77,2096.41,2646.1,200.6,473.14
24FEB2003,2189.93,3327.9,7858.24,11658.58,2017.69,2546.74,199.55,470.66
25FEB2003,2206.81,3353.55,7909.5,11734.63,2041.83,2577.21,200.7,473.37
26FEB2003,2181.58,3316.64,7806.98,11584.47,2039.69,2574.5,196.54,464.42
27FEB2003,2197.81,3341.31,7884.99,11700.23,2040.41,2575.42,198.3,468.58
28FEB2003,2200.4,3345.25,7891.08,11709.27,2049.05,2586.32,197.96,467.77
03MAR2003,2199.28,3343.55,7837.86,11630.3,2066.08,2607.82,199.5,471.42
04MAR2003,2165.23,3291.79,7704.87,11432.97,2034.36,2567.8,197.34,466.33
05MAR2003,2182.2,3318.99,7775.6,11541.7,2036.97,2572.84,199.84,472.4
06MAR2003,2162.21,3289.59,7673.99,11390.87,2017.07,2547.96,200.71,475.2
07MAR2003,2179.5,3316.1,7740.03,11488.89,2042.48,2580.72,200.66,475.09
10MAR2003,2127.37,3237.34,7568.18,11233.81,1982.56,2506.22,196.26,464.8
11MAR2003,2108.95,3209.41,7524.06,11168.94,1942.19,2455.19,195.93,464.01
12MAR2003,2117.47,3223.89,7552.07,11219.5,1950.65,2465.9,196.84,466.18
13MAR2003,2181.4,3321.22,7821.75,11620.14,2014.34,2546.41,198.66,470.49
14MAR2003,2191.85,3337.13,7859.71,11676.53,2027.09,2562.53,199.15,471.65
17MAR2003,2263.48,3446.32,8141.92,12096.66,2094.06,2647.18,203.44,481.83
18MAR2003,2286.52,3481.41,8194.23,12174.38,2129.02,2691.37,206.21,488.38
19MAR2003,2303.51,3507.6,8265.45,12281.13,2149.15,2717.34,206.29,488.58
20MAR2003,2315.22,3525.43,8286.6,12312.56,2170.55,2744.39,207.66,491.81
21MAR2003,2383.38,3629.22,8521.97,12662.27,2263.49,2861.91,210.55,498.65
24MAR2003,2304.14,3508.55,8214.68,12205.7,2183.35,2760.58,206.2,488.36
25MAR2003,2326.12,3542.03,8280.23,12303.09,2202.07,2784.25,209.53,496.23
26MAR2003,2314.56,3524.43,8229.88,12228.28,2203.88,2786.53,207.52,491.48
27MAR2003,2307.2,3513.54,8201.45,12187.98,2183.05,2760.19,208.92,494.81
28MAR2003,2293.67,3492.94,8145.77,12105.24,2163.2,2735.1,209.29,495.67
31MAR2003,2257.9,3438.47,7992.13,11876.92,2131.21,2694.65,208,492.63
01APR2003,2279.75,3471.73,8069.86,11992.43,2150.02,2718.43,210.22,497.89
02APR2003,2330.56,3549.85,8285.06,12316.72,2212.98,2798.04,209.93,497.19
03APR2003,2309.44,3517.69,8240.38,12250.3,2169.21,2742.7,208.71,494.31
04APR2003,2326.48,3543.65,8277.15,12304.96,2188.67,2767.3,211.79,501.59
07APR2003,2340.19,3564.52,8300.41,12339.54,2231.45,2821.39,211.1,499.96
08APR2003,2330.47,3550.29,8298.92,12340.8,2200.99,2782.88,210.35,498.19
09APR2003,2309.68,3518.62,8197.94,12190.63,2186.35,2764.37,210.04,497.46
10APR2003,2318.37,3531.85,8221.33,12225.41,2192.92,2772.68,211.68,501.33
11APR2003,2314.3,3525.66,8203.41,12198.76,2194.56,2774.74,210.85,499.38
14APR2003,2353.86,3585.92,8351.1,12418.38,2231.71,2821.72,213.89,506.56
15APR2003,2390.23,3642.05,8402.36,12498.9,2316.62,2929.08,216.82,513.51
16APR2003,2360.21,3596.91,8257.61,12287.16,2299.69,2907.68,215.71,510.89
17APR2003,2383.02,3631.66,8337.65,12406.27,2326.19,2941.18,217.19,514.39
21APR2003,2374.15,3618.15,8328.9,12393.24,2297.85,2905.34,217.2,514.42
22APR2003,2418.39,3685.56,8484.99,12625.5,2351.96,2973.77,219.64,520.19
23APR2003,2428.85,3701.51,8515.66,12671.14,2374,3001.62,219.48,519.82
24APR2003,2421.55,3690.38,8440.04,12558.62,2366.35,2991.96,223.06,528.29
25APR2003,2393.23,3647.22,8306.35,12359.69,2352.61,2974.58,221.47,524.53
28APR2003,2438.25,3716.34,8471.61,12605.6,2398.31,3032.36,224.69,532.56
29APR2003,2443.05,3723.65,8502.99,12652.28,2400.88,3035.61,224.2,531.4
30APR2003,2442.71,3723.52,8480.09,12619.77,2408.87,3046.1,224.85,532.93
01MAY2003,2433.49,3710.4,8454.25,12583.39,2404.79,3040.94,222.81,528.57
02MAY2003,2472.49,3769.86,8582.68,12774.55,2460.8,3111.76,224.59,532.8
05MAY2003,2468.58,3764.63,8531.57,12698.68,2473.55,3128.03,225.11,534.54
06MAY2003,2481.17,3784.22,8588.36,12783.21,2486.35,3145.44,225.12,534.58
07MAY2003,2467.85,3764.86,8560.63,12743.6,2455.88,3107.16,224.71,534.08
08MAY2003,2449.43,3736.75,8491.22,12640.28,2434.14,3079.65,223.95,532.28
09MAY2003,2478.39,3781.62,8604.6,12811.7,2462.18,3115.9,225.62,536.24
12MAY2003,2506.49,3825.47,8726.73,12993.54,2489.52,3150.51,226.21,538.42
13MAY2003,2495.28,3809.76,8679.25,12926.48,2476.9,3134.53,226.1,538.81
14MAY2003,2486.37,3798.25,8647.82,12889.44,2457.62,3110.13,226.75,540.74
15MAY2003,2499.01,3818.11,8713.14,12986.81,2436.79,3084.9,230.65,550.18
16MAY2003,2497.47,3816.49,8678.97,12940.32,2419.31,3062.77,235.08,560.74
19MAY2003,2445.07,3736.42,8493.39,12663.63,2360.94,2988.88,231.47,552.13
20MAY2003,2449.04,3742.74,8491.36,12660.6,2365.28,2995.19,233.09,555.99
21MAY2003,2449.77,3745.61,8516.43,12707.5,2356.39,2984.47,232.59,554.8
22MAY2003,2472.61,3780.53,8594.02,12823.29,2366.78,2997.64,236.48,564.07
23MAY2003,2494.53,3814.04,8601.38,12834.26,2383.36,3018.63,244.9,584.17
27MAY2003,2540.03,3883.61,8781.35,13102.8,2416.85,3061.06,248.8,593.48
28MAY2003,2537.13,3880.28,8793.12,13120.36,2411.06,3053.72,247.11,590.34
29MAY2003,2517.29,3851.49,8711.18,13007.43,2423.13,3069,242.08,578.32
30MAY2003,2563.34,3921.94,8850.26,13215.09,2486.35,3149.08,245.63,586.8
02JUN2003,2581.87,3950.31,8897.81,13286.09,2512.33,3182.01,247.69,591.72
03JUN2003,2588.42,3960.32,8922.95,13323.63,2512.03,3181.63,249.01,594.87
04JUN2003,2623.54,4014.91,9038.98,13500.71,2556.4,3237.82,251.41,600.78
05JUN2003,2605.76,3988.64,9041.3,13504.16,2511.35,3180.76,248.18,593.8
06JUN2003,2597.68,3976.47,9062.79,13536.27,2481.54,3143.65,246.27,589.24
09JUN2003,2574.02,3940.66,8980,13412.61,2447.48,3101.74,245.61,587.65
10JUN2003,2591.62,3967.79,9054.89,13525.1,2458.43,3115.9,246.95,590.86
11JUN2003,2622.48,4017.12,9183.22,13725.91,2483.17,3149.01,248.8,595.3
12JUN2003,2637.05,4039.44,9196.55,13745.83,2505.29,3177.07,252.19,603.4
13JUN2003,2604.92,3990.23,9117.12,13627.12,2455.56,3113.99,249.01,595.8
16JUN2003,2659.7,4074.28,9318.96,13929.65,2495.46,3164.59,255,610.13
17JUN2003,2652.25,4062.87,9323.02,13935.72,2482.57,3148.25,252.57,604.32
18JUN2003,2647.2,4055.45,9293.8,13892.99,2477.89,3142.82,253.04,605.44
19JUN2003,2623.01,4018.38,9179.53,13722.17,2449.54,3106.87,253.94,607.6
20JUN2003,2625.52,4022.23,9200.75,13753.89,2442.89,3098.42,254.37,608.64
23JUN2003,2586.53,3962.5,9072.95,13562.84,2394.7,3037.3,251.47,601.7
24JUN2003,2589.15,3966.52,9109.85,13618.01,2389.11,3030.22,250.51,599.4
25JUN2003,2564.54,3928.81,9011.53,13471.04,2356.13,2988.39,250.5,599.37
26JUN2003,2592.86,3972.86,9079.04,13575.93,2410.16,3056.92,252.13,603.26
27JUN2003,2575.06,3945.58,8989.05,13441.38,2417.03,3065.63,249.52,597.03
30JUN2003,2576.23,3947.38,8985.44,13435.97,2412.86,3060.35,250.99,600.54
01JUL2003,2584.61,3960.99,9040.95,13523.61,2416.3,3064.7,250.22,598.7
02JUL2003,2608.02,3996.86,9142.84,13676.03,2433.27,3086.22,251.49,601.73
03JUL2003,2587.83,3965.92,9070.21,13567.38,2415.31,3063.45,249.57,597.15
07JUL2003,2622.68,4019.33,9216.79,13786.63,2458.13,3117.76,249.5,596.99
08JUL2003,2647.68,4058.31,9223.09,13800.07,2565.12,3253.46,247.33,591.78
09JUL2003,2632.22,4034.62,9156.21,13700.01,2562.41,3250.02,245.31,586.94
