date,dji
20AUG2004,10110.14
23AUG2004,10073.05
24AUG2004,10098.63
25AUG2004,10181.74
26AUG2004,10173.41
27AUG2004,10195.01
30AUG2004,10122.52
31AUG2004,10173.92
01SEP2004,10168.46
02SEP2004,10290.28
03SEP2004,10260.2
07SEP2004,10342.79
08SEP2004,10313.36
09SEP2004,10289.1
10SEP2004,10313.07
13SEP2004,10314.76
14SEP2004,10318.16
15SEP2004,10231.36
16SEP2004,10244.49
17SEP2004,10284.46
20SEP2004,10204.89
21SEP2004,10244.93
22SEP2004,10109.18
23SEP2004,10038.9
24SEP2004,10047.24
27SEP2004,9988.54
28SEP2004,10077.4
29SEP2004,10136.24
30SEP2004,10080.27
01OCT2004,10192.65
04OCT2004,10216.54
05OCT2004,10177.68
06OCT2004,10239.92
07OCT2004,10125.4
08OCT2004,10055.2
11OCT2004,10081.97
12OCT2004,10077.18
13OCT2004,10002.33
14OCT2004,9894.45
15OCT2004,9933.38
18OCT2004,9956.32
19OCT2004,9897.62
20OCT2004,9886.93
21OCT2004,9865.76
22OCT2004,9757.81
25OCT2004,9749.99
26OCT2004,9888.48
27OCT2004,10002.03
28OCT2004,10004.54
29OCT2004,10027.47
01NOV2004,10054.39
02NOV2004,10035.73
03NOV2004,10137.05
04NOV2004,10314.76
05NOV2004,10387.54
08NOV2004,10391.31
09NOV2004,10386.37
10NOV2004,10385.48
11NOV2004,10469.84
12NOV2004,10539.01
15NOV2004,10550.24
16NOV2004,10487.65
17NOV2004,10549.57
18NOV2004,10572.55
19NOV2004,10456.91
22NOV2004,10489.42
23NOV2004,10492.6
24NOV2004,10520.31
26NOV2004,10522.23
29NOV2004,10475.9
30NOV2004,10428.02
01DEC2004,10590.22
02DEC2004,10585.12
03DEC2004,10592.21
06DEC2004,10547.06
07DEC2004,10440.58
08DEC2004,10494.23
09DEC2004,10552.82
10DEC2004,10543.22
13DEC2004,10638.32
14DEC2004,10676.45
15DEC2004,10691.45
16DEC2004,10705.64
17DEC2004,10649.92
20DEC2004,10661.6
21DEC2004,10759.43
22DEC2004,10815.89
23DEC2004,10827.12
27DEC2004,10776.13
28DEC2004,10854.54
29DEC2004,10829.19
30DEC2004,10800.3
31DEC2004,10783.01
03JAN2005,10729.43
04JAN2005,10630.78
05JAN2005,10597.83
06JAN2005,10622.88
07JAN2005,10603.96
10JAN2005,10621.03
11JAN2005,10556.22
12JAN2005,10617.78
13JAN2005,10505.83
14JAN2005,10558
18JAN2005,10628.79
19JAN2005,10539.97
20JAN2005,10471.47
21JAN2005,10392.99
24JAN2005,10368.61
25JAN2005,10461.56
26JAN2005,10498.59
27JAN2005,10467.4
28JAN2005,10427.2
31JAN2005,10489.94
01FEB2005,10551.94
02FEB2005,10596.79
03FEB2005,10593.1
04FEB2005,10716.13
07FEB2005,10715.76
08FEB2005,10724.63
09FEB2005,10664.11
10FEB2005,10749.61
11FEB2005,10796.01
14FEB2005,10791.13
15FEB2005,10837.32
16FEB2005,10834.88
17FEB2005,10754.26
18FEB2005,10785.22
22FEB2005,10611.2
23FEB2005,10673.79
24FEB2005,10748.79
25FEB2005,10841.6
28FEB2005,10766.23
01MAR2005,10830
02MAR2005,10811.97
03MAR2005,10833.03
04MAR2005,10940.55
07MAR2005,10936.86
08MAR2005,10912.62
09MAR2005,10805.62
10MAR2005,10851.51
11MAR2005,10774.36
14MAR2005,10804.51
15MAR2005,10745.1
16MAR2005,10633.07
17MAR2005,10626.35
18MAR2005,10629.67
21MAR2005,10565.39
22MAR2005,10470.51
23MAR2005,10456.02
24MAR2005,10442.87
28MAR2005,10485.65
29MAR2005,10405.7
30MAR2005,10540.93
31MAR2005,10503.76
01APR2005,10404.3
04APR2005,10421.14
05APR2005,10458.46
06APR2005,10486.02
07APR2005,10546.32
08APR2005,10461.34
11APR2005,10448.56
12APR2005,10507.97
13APR2005,10403.93
14APR2005,10278.75
15APR2005,10087.51
18APR2005,10071.25
19APR2005,10127.41
20APR2005,10012.36
21APR2005,10218.6
22APR2005,10157.71
25APR2005,10242.47
26APR2005,10151.13
27APR2005,10198.8
28APR2005,10070.37
29APR2005,10192.51
02MAY2005,10251.7
03MAY2005,10256.95
04MAY2005,10384.64
05MAY2005,10340.38
06MAY2005,10345.4
09MAY2005,10384.34
10MAY2005,10281.11
11MAY2005,10300.25
12MAY2005,10189.48
13MAY2005,10140.12
16MAY2005,10252.29
17MAY2005,10331.88
18MAY2005,10464.45
19MAY2005,10493.19
20MAY2005,10471.91
23MAY2005,10523.56
24MAY2005,10503.68
25MAY2005,10457.8
26MAY2005,10537.6
27MAY2005,10542.55
31MAY2005,10467.48
01JUN2005,10549.87
02JUN2005,10553.49
03JUN2005,10460.97
06JUN2005,10467.03
07JUN2005,10483.07
08JUN2005,10476.86
09JUN2005,10503.02
10JUN2005,10512.63
13JUN2005,10522.56
14JUN2005,10547.57
15JUN2005,10566.37
16JUN2005,10578.65
17JUN2005,10623.07
20JUN2005,10609.11
21JUN2005,10599.67
22JUN2005,10587.93
23JUN2005,10421.44
24JUN2005,10297.84
27JUN2005,10290.78
28JUN2005,10405.63
29JUN2005,10374.48
30JUN2005,10274.97
01JUL2005,10303.44
05JUL2005,10371.8
06JUL2005,10270.68
07JUL2005,10302.29
08JUL2005,10449.14
11JUL2005,10519.72
12JUL2005,10513.89
13JUL2005,10557.39
14JUL2005,10628.89
15JUL2005,10640.83
18JUL2005,10574.99
19JUL2005,10646.56
20JUL2005,10689.15
21JUL2005,10627.77
22JUL2005,10651.18
25JUL2005,10596.48
26JUL2005,10579.77
27JUL2005,10637.09
28JUL2005,10705.55
29JUL2005,10640.91
01AUG2005,10623.15
02AUG2005,10683.74
03AUG2005,10697.59
04AUG2005,10610.1
05AUG2005,10558.03
08AUG2005,10536.93
09AUG2005,10615.67
10AUG2005,10594.41
11AUG2005,10685.89
12AUG2005,10600.31
15AUG2005,10634.38
16AUG2005,10513.45
17AUG2005,10550.71
18AUG2005,10554.93
19AUG2005,10559.23
22AUG2005,10569.89
23AUG2005,10519.58
24AUG2005,10434.87
25AUG2005,10450.63
26AUG2005,10397.29
29AUG2005,10463.05
30AUG2005,10412.82
31AUG2005,10481.6
01SEP2005,10459.63
02SEP2005,10447.37
06SEP2005,10589.24
07SEP2005,10633.5
08SEP2005,10595.93
09SEP2005,10678.56
12SEP2005,10682.94
13SEP2005,10597.44
14SEP2005,10544.9
15SEP2005,10558.75
16SEP2005,10641.94
19SEP2005,10557.63
20SEP2005,10481.52
21SEP2005,10378.03
22SEP2005,10422.05
23SEP2005,10419.59
26SEP2005,10443.63
27SEP2005,10456.21
28SEP2005,10473.09
29SEP2005,10552.78
30SEP2005,10568.7
03OCT2005,10535.48
04OCT2005,10441.11
05OCT2005,10317.36
06OCT2005,10287.1
07OCT2005,10292.31
10OCT2005,10238.76
11OCT2005,10253.17
12OCT2005,10216.91
13OCT2005,10216.59
14OCT2005,10287.34
17OCT2005,10348.1
18OCT2005,10285.26
19OCT2005,10414.13
20OCT2005,10281.1
21OCT2005,10215.22
24OCT2005,10385
25OCT2005,10377.87
26OCT2005,10344.98
27OCT2005,10229.95
28OCT2005,10402.77
31OCT2005,10440.07
01NOV2005,10406.77
02NOV2005,10472.73
03NOV2005,10522.59
04NOV2005,10530.76
07NOV2005,10586.23
08NOV2005,10539.72
09NOV2005,10546.21
10NOV2005,10640.1
11NOV2005,10686.04
14NOV2005,10697.17
15NOV2005,10686.44
16NOV2005,10674.76
17NOV2005,10720.22
18NOV2005,10766.33
21NOV2005,10820.28
22NOV2005,10871.43
23NOV2005,10916.09
25NOV2005,10931.62
28NOV2005,10890.72
29NOV2005,10888.16
30NOV2005,10805.87
01DEC2005,10912.57
02DEC2005,10877.51
05DEC2005,10835.01
06DEC2005,10856.86
07DEC2005,10810.91
08DEC2005,10755.12
09DEC2005,10778.58
12DEC2005,10767.77
13DEC2005,10823.72
14DEC2005,10883.51
15DEC2005,10881.67
16DEC2005,10875.59
19DEC2005,10836.53
20DEC2005,10805.55
21DEC2005,10833.73
22DEC2005,10889.44
23DEC2005,10883.27
27DEC2005,10777.77
28DEC2005,10796.26
29DEC2005,10784.82
30DEC2005,10717.5
03JAN2006,10847.41
04JAN2006,10880.15
05JAN2006,10882.15
06JAN2006,10959.31
09JAN2006,11011.9
10JAN2006,11011.58
11JAN2006,11043.44
12JAN2006,10962.36
13JAN2006,10959.87
17JAN2006,10896.32
18JAN2006,10854.86
19JAN2006,10880.71
20JAN2006,10667.39
23JAN2006,10688.77
24JAN2006,10712.22
25JAN2006,10709.74
26JAN2006,10809.47
27JAN2006,10907.21
30JAN2006,10899.92
31JAN2006,10864.86
01FEB2006,10953.95
02FEB2006,10851.98
03FEB2006,10793.62
06FEB2006,10798.27
07FEB2006,10749.76
08FEB2006,10858.62
09FEB2006,10883.35
10FEB2006,10919.05
13FEB2006,10892.32
14FEB2006,11028.39
15FEB2006,11058.97
16FEB2006,11120.68
17FEB2006,11115.32
21FEB2006,11069.06
22FEB2006,11137.17
23FEB2006,11069.22
24FEB2006,11061.85
27FEB2006,11097.55
28FEB2006,10993.41
01MAR2006,11053.53
02MAR2006,11025.51
03MAR2006,11021.59
06MAR2006,10958.59
07MAR2006,10980.69
08MAR2006,11005.74
09MAR2006,10972.28
10MAR2006,11076.34
13MAR2006,11076.02
14MAR2006,11151.34
15MAR2006,11209.77
16MAR2006,11253.24
17MAR2006,11279.65
20MAR2006,11274.53
21MAR2006,11235.47
22MAR2006,11317.43
23MAR2006,11270.29
24MAR2006,11279.97
27MAR2006,11250.11
28MAR2006,11154.54
29MAR2006,11215.7
30MAR2006,11150.7
31MAR2006,11109.32
03APR2006,11144.94
04APR2006,11203.85
05APR2006,11239.55
06APR2006,11216.5
07APR2006,11120.04
10APR2006,11141.33
11APR2006,11089.63
12APR2006,11129.97
13APR2006,11137.65
17APR2006,11073.78
18APR2006,11268.77
19APR2006,11278.77
20APR2006,11342.89
21APR2006,11347.45
24APR2006,11336.32
25APR2006,11283.25
26APR2006,11354.49
27APR2006,11382.51
28APR2006,11367.14
01MAY2006,11343.29
02MAY2006,11416.45
03MAY2006,11400.28
04MAY2006,11438.86
05MAY2006,11577.74
08MAY2006,11584.54
09MAY2006,11639.77
10MAY2006,11642.65
11MAY2006,11500.73
12MAY2006,11380.99
15MAY2006,11428.77
16MAY2006,11419.89
17MAY2006,11205.61
18MAY2006,11128.29
19MAY2006,11144.06
22MAY2006,11125.33
23MAY2006,11098.35
24MAY2006,11117.32
25MAY2006,11211.05
26MAY2006,11278.61
30MAY2006,11094.43
31MAY2006,11168.31
01JUN2006,11260.28
02JUN2006,11247.87
05JUN2006,11048.72
06JUN2006,11002.14
07JUN2006,10930.9
08JUN2006,10938.82
09JUN2006,10891.92
12JUN2006,10792.58
13JUN2006,10706.14
14JUN2006,10816.92
15JUN2006,11015.19
16JUN2006,11014.55
19JUN2006,10942.11
20JUN2006,10974.84
21JUN2006,11079.46
22JUN2006,11019.11
23JUN2006,10989.09
26JUN2006,11045.28
27JUN2006,10924.74
28JUN2006,10973.56
29JUN2006,11190.8
30JUN2006,11150.22
03JUL2006,11228.02
05JUL2006,11151.82
06JUL2006,11225.3
07JUL2006,11090.67
10JUL2006,11103.55
11JUL2006,11134.77
12JUL2006,11013.18
13JUL2006,10846.29
14JUL2006,10739.35
17JUL2006,10747.36
18JUL2006,10799.23
19JUL2006,11011.42
20JUL2006,10928.1
21JUL2006,10868.38
24JUL2006,11051.05
25JUL2006,11103.71
26JUL2006,11102.51
27JUL2006,11100.43
28JUL2006,11219.7
31JUL2006,11185.68
01AUG2006,11125.73
02AUG2006,11199.93
03AUG2006,11242.59
04AUG2006,11240.35
07AUG2006,11219.38
08AUG2006,11173.59
09AUG2006,11076.18
10AUG2006,11124.37
11AUG2006,11088.03
14AUG2006,11097.87
15AUG2006,11230.26
16AUG2006,11327.12
17AUG2006,11334.96
18AUG2006,11381.47
21AUG2006,11345.05
22AUG2006,11339.84
23AUG2006,11297.9
24AUG2006,11304.46
25AUG2006,11284.05
28AUG2006,11352.01
29AUG2006,11369.94
30AUG2006,11382.91
31AUG2006,11381.15
01SEP2006,11464.15
05SEP2006,11469.28
06SEP2006,11406.2
07SEP2006,11331.44
08SEP2006,11392.11
11SEP2006,11396.84
12SEP2006,11498.09
13SEP2006,11543.32
14SEP2006,11527.39
15SEP2006,11560.77
18SEP2006,11555
19SEP2006,11540.91
20SEP2006,11613.19
21SEP2006,11533.23
22SEP2006,11508.1
25SEP2006,11575.81
26SEP2006,11669.39
27SEP2006,11689.24
28SEP2006,11718.45
29SEP2006,11679.07
02OCT2006,11670.35
03OCT2006,11727.34
04OCT2006,11850.61
05OCT2006,11866.69
06OCT2006,11850.21
09OCT2006,11857.81
10OCT2006,11867.17
11OCT2006,11852.13
12OCT2006,11947.7
13OCT2006,11960.51
16OCT2006,11980.6
17OCT2006,11950.02
18OCT2006,11992.68
19OCT2006,12011.73
20OCT2006,12002.37
23OCT2006,12116.91
24OCT2006,12127.88
25OCT2006,12134.68
26OCT2006,12163.66
27OCT2006,12090.26
30OCT2006,12086.5
31OCT2006,12080.73
01NOV2006,12031.02
02NOV2006,12018.54
03NOV2006,11986.04
06NOV2006,12105.55
07NOV2006,12156.77
08NOV2006,12176.54
09NOV2006,12103.3
10NOV2006,12108.43
13NOV2006,12131.88
14NOV2006,12218.01
15NOV2006,12251.71
16NOV2006,12305.82
17NOV2006,12342.56
20NOV2006,12316.54
21NOV2006,12321.59
22NOV2006,12326.95
24NOV2006,12280.17
27NOV2006,12121.71
28NOV2006,12136.45
29NOV2006,12226.73
30NOV2006,12221.93
01DEC2006,12194.13
04DEC2006,12283.85
05DEC2006,12331.6
06DEC2006,12309.25
07DEC2006,12278.41
08DEC2006,12307.49
11DEC2006,12328.48
12DEC2006,12315.58
13DEC2006,12317.5
14DEC2006,12416.76
15DEC2006,12445.52
18DEC2006,12441.27
19DEC2006,12471.32
20DEC2006,12463.87
21DEC2006,12421.25
22DEC2006,12343.22
26DEC2006,12407.63
27DEC2006,12510.57
28DEC2006,12501.52
29DEC2006,12463.15
